u,v,length,highway,geometry,edge_id
2550461606,2550461612,141.36599999999999,residential,"LINESTRING (77.687582 12.8289282, 77.687529 12.8288593, 77.6872608 12.8288593, 77.6872137 12.8288593, 77.6871932 12.8288593, 77.686314 12.8288895)",572
2550461606,10246034665,278.582,residential,"LINESTRING (77.687582 12.8289282, 77.687635 12.8292255, 77.6876439 12.829359, 77.6876836 12.829471, 77.687772 12.8295012, 77.688174 12.8294926, 77.688501 12.8295012, 77.6888412 12.8295098, 77.6888942 12.8295615, 77.6892232 12.8295987, 77.6896518 12.8296505)",573
2550461606,9780886247,133.789,residential,"LINESTRING (77.687582 12.8289282, 77.6877865 12.8288839, 77.6877865 12.8287585, 77.6877168 12.8283297, 77.6877007 12.8278906)",574
2550461612,2550461616,87.101,residential,"LINESTRING (77.686314 12.8288895, 77.6861574 12.828512, 77.6860191 12.8281609)",575
2550461612,2550461606,141.36599999999999,residential,"LINESTRING (77.686314 12.8288895, 77.6871932 12.8288593, 77.6872137 12.8288593, 77.6872608 12.8288593, 77.687529 12.8288593, 77.687582 12.8289282)",576
2550461612,9780799555,85.117,residential,"LINESTRING (77.686314 12.8288895, 77.6862736 12.8289624, 77.6862629 12.8290199, 77.6864346 12.8296212)",577
2550461616,9780799561,63.599,residential,"LINESTRING (77.6860191 12.8281609, 77.6854367 12.8282292)",578
2550461616,9780886247,187.837,residential,"LINESTRING (77.6860191 12.8281609, 77.6860838 12.8281403, 77.686478 12.8280231, 77.6867303 12.8279419, 77.6869041 12.827886, 77.6870693 12.8278466, 77.6872271 12.8278538, 77.6875097 12.827886, 77.6877007 12.8278906)",579
2550461616,2550461612,87.101,residential,"LINESTRING (77.6860191 12.8281609, 77.6861574 12.828512, 77.686314 12.8288895)",580
2556889318,2550437986,31.984,tertiary,"LINESTRING (77.6843555 12.8344922, 77.684325 12.8342061)",581
2556889318,10206677053,12.006,tertiary,"LINESTRING (77.6843555 12.8344922, 77.6843669 12.8345996)",582
2556889318,2556889320,104.832,residential,"LINESTRING (77.6843555 12.8344922, 77.6853101 12.8343421)",583
2556889320,2556889318,104.832,residential,"LINESTRING (77.6853101 12.8343421, 77.6843555 12.8344922)",584
2556896169,6755846765,29.437,tertiary,"LINESTRING (77.6811799 12.8309234, 77.6812618 12.830671)",585
2556896169,11409310940,287.785,residential,"LINESTRING (77.6811799 12.8309234, 77.6834389 12.8307885, 77.6835201 12.8308075, 77.6835904 12.8308096, 77.6838271 12.8307929)",586
2556896169,11903251284,454.234,tertiary,"LINESTRING (77.6811799 12.8309234, 77.6810136 12.8315967, 77.6808404 12.8320418, 77.6807294 12.8323813, 77.6805667 12.8329084, 77.6804529 12.8333034, 77.6803913 12.8334706, 77.6802505 12.8338472, 77.6802202 12.8339336, 77.6800597 12.8343922, 77.6799482 12.834694, 77.6799095 12.8348123)",587
2647774021,6877025812,156.10399999999998,residential,"LINESTRING (77.6725808 12.8423837, 77.6730552 12.8423489, 77.6740158 12.8422683)",588
2951991121,2951991123,38.873,tertiary,"LINESTRING (77.6844741 12.8355117, 77.6845783 12.8358462)",589
2951991121,1192791528,22.812,tertiary,"LINESTRING (77.6844741 12.8355117, 77.6844423 12.8353089)",590
2951991121,2951991124,136.116,residential,"LINESTRING (77.6844741 12.8355117, 77.6854529 12.8354046, 77.6854974 12.8356648)",591
2951991123,2952002993,39.665,tertiary,"LINESTRING (77.6845783 12.8358462, 77.684684 12.8361877)",592
2951991123,2951991121,38.873,tertiary,"LINESTRING (77.6845783 12.8358462, 77.6844741 12.8355117)",593
2951991123,2951991124,101.667,residential,"LINESTRING (77.6845783 12.8358462, 77.6854974 12.8356648)",594
2951991123,7425070919,36.316,residential,"LINESTRING (77.6845783 12.8358462, 77.6842526 12.8359225)",595
2951991124,2951991123,101.667,residential,"LINESTRING (77.6854974 12.8356648, 77.6845783 12.8358462)",596
2951991124,2951991125,39.117,residential,"LINESTRING (77.6854974 12.8356648, 77.6855567 12.8360118)",597
2951991124,2951991121,136.116,residential,"LINESTRING (77.6854974 12.8356648, 77.6854529 12.8354046, 77.6844741 12.8355117)",598
2951991125,2951991124,39.117,residential,"LINESTRING (77.6855567 12.8360118, 77.6854974 12.8356648)",599
2951991125,2951991126,32.655,residential,"LINESTRING (77.6855567 12.8360118, 77.6858553 12.8359733)",600
2951991125,2952002993,96.615,residential,"LINESTRING (77.6855567 12.8360118, 77.684684 12.8361877)",601
2951991126,2951991127,53.233,residential,"LINESTRING (77.6858553 12.8359733, 77.6859528 12.8364425)",602
2951991126,2951991125,32.655,residential,"LINESTRING (77.6858553 12.8359733, 77.6855567 12.8360118)",603
2951991126,10206689846,51.177,residential,"LINESTRING (77.6858553 12.8359733, 77.6858231 12.8358204, 77.685767 12.8355212)",604
2951991127,2389245112,22.596,tertiary,"LINESTRING (77.6859528 12.8364425, 77.6861583 12.8364086)",605
2951991127,2951991126,53.233,residential,"LINESTRING (77.6859528 12.8364425, 77.6858553 12.8359733)",606
2951991127,2952002993,159.30299999999994,tertiary,"LINESTRING (77.6859528 12.8364425, 77.6852325 12.8365615, 77.6851694 12.8365642, 77.6851342 12.8365632, 77.6851005 12.8365564, 77.6850675 12.8365476, 77.6850229 12.8365337, 77.6849757 12.8365151, 77.6849417 12.8365017, 77.6849022 12.8364838, 77.6848698 12.8364677, 77.684839 12.8364508, 77.6848066 12.8364268, 77.6847742 12.8364028, 77.6847473 12.8363687, 77.6847327 12.8363398, 77.6847142 12.8362933, 77.684684 12.8361877)",607
2951991132,2951993235,58.072,tertiary,"LINESTRING (77.6874428 12.8361965, 77.6879709 12.8361092)",608
2951991132,2389245197,49.801,tertiary,"LINESTRING (77.6874428 12.8361965, 77.6869899 12.8362713)",609
2951991132,2951993233,130.472,residential,"LINESTRING (77.6874428 12.8361965, 77.687245 12.8350391)",610
2951993233,2951991132,130.472,residential,"LINESTRING (77.687245 12.8350391, 77.6874428 12.8361965)",611
2951993233,2951993236,57.865,residential,"LINESTRING (77.687245 12.8350391, 77.687767 12.8349306)",612
2951993233,2389245197,179.572,residential,"LINESTRING (77.687245 12.8350391, 77.6868098 12.8350978, 77.6869899 12.8362713)",613
2951993235,10206717438,31.074,tertiary,"LINESTRING (77.6879709 12.8361092, 77.6882535 12.8360626)",614
2951993235,2951991132,58.072,tertiary,"LINESTRING (77.6879709 12.8361092, 77.6874428 12.8361965)",615
2951993235,2951993236,132.906,residential,"LINESTRING (77.6879709 12.8361092, 77.687767 12.8349306)",616
2951993236,2951993235,132.906,residential,"LINESTRING (77.687767 12.8349306, 77.6879709 12.8361092)",617
2951993236,2951993233,57.865,residential,"LINESTRING (77.687767 12.8349306, 77.687245 12.8350391)",618
2951993236,2389245204,35.476,residential,"LINESTRING (77.687767 12.8349306, 77.6879777 12.8348909, 77.6880446 12.8348806, 77.6880883 12.8348706)",619
2951994444,2389245046,117.479,residential,"LINESTRING (77.6895193 12.8363652, 77.6897007 12.8374068)",620
2951994444,2951994446,50.689,residential,"LINESTRING (77.6895193 12.8363652, 77.6890583 12.8364412)",621
2951994444,2389245013,56.101,residential,"LINESTRING (77.6895193 12.8363652, 77.6894501 12.8359682, 77.6894326 12.8358678)",622
2951994446,2951994444,50.689,residential,"LINESTRING (77.6890583 12.8364412, 77.6895193 12.8363652)",623
2951994446,11009918351,74.98,residential,"LINESTRING (77.6890583 12.8364412, 77.6891722 12.8371063)",624
2951994446,10206734321,116.27699999999999,residential,"LINESTRING (77.6890583 12.8364412, 77.6885071 12.8365286, 77.6883999 12.8360384)",625
2951994448,2550427008,31.309,residential,"LINESTRING (77.6897523 12.8377433, 77.6898074 12.8380197)",626
2951994448,2389245046,37.833,residential,"LINESTRING (77.6897523 12.8377433, 77.6897007 12.8374068)",627
2951994448,11207617641,47.205,residential,"LINESTRING (77.6897523 12.8377433, 77.6893225 12.8378112)",628
2952002993,2951991123,39.665,tertiary,"LINESTRING (77.684684 12.8361877, 77.6845783 12.8358462)",629
2952002993,2951991125,96.615,residential,"LINESTRING (77.684684 12.8361877, 77.6855567 12.8360118)",630
2952002993,2951991127,159.303,tertiary,"LINESTRING (77.684684 12.8361877, 77.6847142 12.8362933, 77.6847327 12.8363398, 77.6847473 12.8363687, 77.6847742 12.8364028, 77.6848066 12.8364268, 77.684839 12.8364508, 77.6848698 12.8364677, 77.6849022 12.8364838, 77.6849417 12.8365017, 77.6849757 12.8365151, 77.6850229 12.8365337, 77.6850675 12.8365476, 77.6851005 12.8365564, 77.6851342 12.8365632, 77.6851694 12.8365642, 77.6852325 12.8365615, 77.6859528 12.8364425)",631
3203411671,1814804310,68.613,residential,"LINESTRING (77.6857071 12.8251668, 77.6856991 12.8257838)",632
3203411671,1814804309,42.227,residential,"LINESTRING (77.6857071 12.8251668, 77.6860962 12.8251835)",633
3203411671,1814804289,40.837,residential,"LINESTRING (77.6857071 12.8251668, 77.6853305 12.8251606)",634
3203411671,1814804308,133.236,residential,"LINESTRING (77.6857071 12.8251668, 77.685731 12.8244206, 77.6857474 12.8243518, 77.6858502 12.8243031, 77.6861236 12.824263)",635
3544022991,6888390049,7.257,tertiary,"LINESTRING (77.6655778 12.8453831, 77.6655826 12.8454482)",636
3544022991,12145574350,71.244,tertiary,"LINESTRING (77.6655778 12.8453831, 77.6652371 12.8453921, 77.6649208 12.8453961)",637
3689018729,3544022991,27.759,tertiary,"LINESTRING (77.6658331 12.845364, 77.6656514 12.8453779, 77.6655778 12.8453831)",638
3771369076,6884194493,44.669,residential,"LINESTRING (77.6824245 12.8478159, 77.6823506 12.8474207)",639
3771369076,11001299735,88.071,residential,"LINESTRING (77.6824245 12.8478159, 77.683198 12.8475738)",640
3771369080,6884194493,8.349,residential,"LINESTRING (77.6823364 12.8473469, 77.6823506 12.8474207)",641
3771369080,459513987,69.199,residential,"LINESTRING (77.6823364 12.8473469, 77.6822223 12.8467346)",642
3771369080,5957248089,296.38899999999995,residential,"LINESTRING (77.6823364 12.8473469, 77.6838609 12.8468682, 77.6839237 12.8469837, 77.6842319 12.8468832, 77.6841286 12.8464222, 77.6840708 12.8462465)",643
3840524597,2389245219,236.482,residential,"LINESTRING (77.6861297 12.8340658, 77.6881333 12.8337232, 77.6881709 12.8335846)",644
3950397248,9780873786,13.778,residential,"LINESTRING (77.6682425 12.8323542, 77.6681669 12.8324538)",645
3950397248,3950397252,106.219,residential,"LINESTRING (77.6682425 12.8323542, 77.668375 12.8323548, 77.6686118 12.8323321, 77.6689005 12.8323041, 77.6692183 12.8322756)",646
3950397248,3950398074,86.67699999999999,residential,"LINESTRING (77.6682425 12.8323542, 77.6682641 12.8323352, 77.6683672 12.8321849, 77.6683302 12.8319836, 77.6682902 12.8317763, 77.6682531 12.8316257)",647
3950397252,10198988930,10.287,tertiary,"LINESTRING (77.6692183 12.8322756, 77.669238 12.8323661)",648
3950397252,7377587287,72.247,tertiary,"LINESTRING (77.6692183 12.8322756, 77.6691473 12.8319495, 77.6690895 12.8316382)",649
3950397252,3950397248,106.219,residential,"LINESTRING (77.6692183 12.8322756, 77.6689005 12.8323041, 77.6686118 12.8323321, 77.668375 12.8323548, 77.6682425 12.8323542)",650
3950397253,7377587287,16.553,tertiary,"LINESTRING (77.6690613 12.8314919, 77.6690895 12.8316382)",651
3950397253,11409493262,73.709,tertiary,"LINESTRING (77.6690613 12.8314919, 77.6690451 12.8314059, 77.6690718 12.8312066, 77.6690148 12.8308363)",652
3950397253,3950398074,88.904,residential,"LINESTRING (77.6690613 12.8314919, 77.6687908 12.8315456, 77.6684865 12.8315887, 77.6682531 12.8316257)",653
3950397256,9780873787,19.919,residential,"LINESTRING (77.6681893 12.8316428, 77.6680093 12.8316787)",654
3950397256,3950398074,7.174,residential,"LINESTRING (77.6681893 12.8316428, 77.6682531 12.8316257)",655
3950397256,10198942881,66.688,residential,"LINESTRING (77.6681893 12.8316428, 77.6681302 12.8312887, 77.6680679 12.8310555)",656
3950398059,10198900015,37.974,residential,"LINESTRING (77.6674083 12.8318368, 77.6673122 12.8315084)",657
3950398059,3950398063,131.954,residential,"LINESTRING (77.6674083 12.8318368, 77.6674616 12.8320267, 77.6674672 12.8320425, 77.6675804 12.8323686, 77.6676884 12.8327206, 77.6677697 12.8329697)",658
3950398059,9490264127,31.436999999999998,residential,"LINESTRING (77.6674083 12.8318368, 77.6675978 12.8317839, 77.6676876 12.8317609)",659
3950398063,3950398067,24.3,residential,"LINESTRING (77.6677697 12.8329697, 77.6679053 12.8327957)",660
3950398063,3950398059,131.954,residential,"LINESTRING (77.6677697 12.8329697, 77.6676884 12.8327206, 77.6675804 12.8323686, 77.6674672 12.8320425, 77.6674616 12.8320267, 77.6674083 12.8318368)",661
3950398063,3950398064,20.953,residential,"LINESTRING (77.6677697 12.8329697, 77.6676664 12.8331023, 77.6676526 12.8331196)",662
3950398064,11409521674,195.457,residential,"LINESTRING (77.6676526 12.8331196, 77.6673783 12.8334642, 77.6670965 12.8338181, 77.6665395 12.8345023)",663
3950398064,3950398066,187.003,residential,"LINESTRING (77.6676526 12.8331196, 77.6687119 12.8330508, 77.6691147 12.8330048, 77.6693706 12.8329756)",664
3950398064,3950398063,20.953,residential,"LINESTRING (77.6676526 12.8331196, 77.6676664 12.8331023, 77.6677697 12.8329697)",665
3950398066,10996524828,41.598,tertiary,"LINESTRING (77.6693706 12.8329756, 77.6694331 12.8333447)",666
3950398066,3950398070,34.964,tertiary,"LINESTRING (77.6693706 12.8329756, 77.6693037 12.832668)",667
3950398066,3950398064,187.003,residential,"LINESTRING (77.6693706 12.8329756, 77.6691147 12.8330048, 77.6687119 12.8330508, 77.6676526 12.8331196)",668
3950398067,6888081778,10.263,residential,"LINESTRING (77.6679053 12.8327957, 77.6679575 12.8327187)",669
3950398067,3950398063,24.3,residential,"LINESTRING (77.6679053 12.8327957, 77.6677697 12.8329697)",670
3950398067,3950398070,152.40200000000002,residential,"LINESTRING (77.6679053 12.8327957, 77.6685975 12.8327548, 77.6692186 12.8326865, 77.6693037 12.832668)",671
3950398070,3950398066,34.964,tertiary,"LINESTRING (77.6693037 12.832668, 77.6693706 12.8329756)",672
3950398070,7377587291,32.003,tertiary,"LINESTRING (77.6693037 12.832668, 77.6692432 12.8323863)",673
3950398070,3950398067,152.402,residential,"LINESTRING (77.6693037 12.832668, 77.6692186 12.8326865, 77.6685975 12.8327548, 77.6679053 12.8327957)",674
3950398074,3950397256,7.174,residential,"LINESTRING (77.6682531 12.8316257, 77.6681893 12.8316428)",675
3950398074,3950397253,88.904,residential,"LINESTRING (77.6682531 12.8316257, 77.6684865 12.8315887, 77.6687908 12.8315456, 77.6690613 12.8314919)",676
3950398074,3950397248,86.67699999999999,residential,"LINESTRING (77.6682531 12.8316257, 77.6682902 12.8317763, 77.6683302 12.8319836, 77.6683672 12.8321849, 77.6682641 12.8323352, 77.6682425 12.8323542)",677
5279431527,1859904831,354.8639999999999,residential,"LINESTRING (77.6765022 12.839254, 77.676321 12.8393091, 77.6760767 12.8393534, 77.6759497 12.8393394, 77.6756958 12.8392647, 77.6748623 12.8389097, 77.6747354 12.838835, 77.6746515 12.8387463, 77.6745701 12.8385945, 77.6744408 12.8383259, 77.6742947 12.8381578, 77.6739857 12.838006, 77.6738755 12.8379686, 77.6738252 12.8378939)",678
5279431527,1859904840,161.656,residential,"LINESTRING (77.6765022 12.839254, 77.676618 12.8392343, 77.6767289 12.8391892, 77.6768191 12.8391526, 77.6770323 12.8389961, 77.6772287 12.8387015, 77.6772694 12.8386458, 77.6773557 12.8385875, 77.6774563 12.8385828, 77.677675 12.838706)",679
5279431527,7377696420,552.081,residential,"LINESTRING (77.6765022 12.839254, 77.6764942 12.8384189, 77.6764803 12.8383254, 77.6764206 12.8382793, 77.6763234 12.8382727, 77.6761698 12.8382524, 77.6761145 12.8381961, 77.6760922 12.8380894, 77.6762144 12.8362678, 77.6761955 12.8362024, 77.6761602 12.8361564, 77.6761067 12.8361307, 77.676045 12.8361199, 77.6748276 12.8360036, 77.6747037 12.8359902, 77.6745589 12.8359629)",680
5279431529,11056786856,14.991,residential,"LINESTRING (77.6720955 12.8375797, 77.6720637 12.8374485)",681
5279431529,7377696433,57.372,residential,"LINESTRING (77.6720955 12.8375797, 77.6721723 12.8380902)",682
5279431529,7385277555,149.658,residential,"LINESTRING (77.6720955 12.8375797, 77.6725917 12.8375014, 77.6726251 12.8374877, 77.672647 12.837465, 77.67266 12.8374343, 77.672662 12.837396, 77.672497 12.8366965)",683
5279431534,7385315123,37.384,tertiary,"LINESTRING (77.6709206 12.8374578, 77.6710227 12.837429, 77.6710472 12.8374215, 77.6712504 12.8373597)",684
5279431534,11411586831,224.209,tertiary,"LINESTRING (77.6709206 12.8374578, 77.670727 12.8375123, 77.6704389 12.8375485, 77.6703646 12.8374942, 77.6703274 12.8373039, 77.6700573 12.8360795)",685
5279431534,10980302570,92.001,residential,"LINESTRING (77.6709206 12.8374578, 77.671001 12.8380107, 77.6710367 12.8382601, 77.6710396 12.838277)",686
5279431535,10980302567,28.337,tertiary,"LINESTRING (77.6716367 12.8371527, 77.6716964 12.8374008)",687
5279431535,7385315111,6.972,residential,"LINESTRING (77.6716367 12.8371527, 77.6716704 12.8370993)",688
5279431535,10980302569,34.141,tertiary,"LINESTRING (77.6716367 12.8371527, 77.6715844 12.8372048, 77.6714333 12.8373041, 77.671378 12.8373209)",689
5279431547,5279552050,23.388,tertiary,"LINESTRING (77.660669 12.8320863, 77.660462 12.8321455)",690
5279431547,459523980,7.582,tertiary,"LINESTRING (77.660669 12.8320863, 77.6607361 12.8320671)",691
5279431547,5279431548,55.263,residential,"LINESTRING (77.660669 12.8320863, 77.6607697 12.8325735)",692
5279431548,5279431547,55.263,residential,"LINESTRING (77.6607697 12.8325735, 77.660669 12.8320863)",693
5279431549,459523981,24.956,tertiary,"LINESTRING (77.6603992 12.8321634, 77.6601783 12.8322265)",694
5279431549,5279552050,7.094,tertiary,"LINESTRING (77.6603992 12.8321634, 77.660462 12.8321455)",695
5279431549,5279431550,47.982,residential,"LINESTRING (77.6603992 12.8321634, 77.6604921 12.8325853)",696
5279431550,5279431549,47.982,residential,"LINESTRING (77.6604921 12.8325853, 77.6603992 12.8321634)",697
5279431551,5279552053,6.532,tertiary,"LINESTRING (77.6612617 12.8319659, 77.6613208 12.8319545)",698
5279431551,5279431552,41.28,residential,"LINESTRING (77.6612617 12.8319659, 77.661341 12.832329)",699
5279431551,11434271566,32.59,tertiary,"LINESTRING (77.6612617 12.8319659, 77.6610889 12.8319992, 77.6609668 12.8320227)",700
5279431552,5279431551,41.28,residential,"LINESTRING (77.661341 12.832329, 77.6612617 12.8319659)",701
5279431572,5290960158,15.272,tertiary,"LINESTRING (77.6617482 12.8240527, 77.6616574 12.8241577)",702
5279431572,6144348201,266.09499999999997,tertiary,"LINESTRING (77.6617482 12.8240527, 77.6612895 12.8235455, 77.6610006 12.8231588, 77.6608439 12.8228771, 77.6608277 12.8228359, 77.6607964 12.822756, 77.6607166 12.8225525, 77.6605893 12.8220989, 77.6605709 12.8220004)",703
