u,v,length,highway,geometry,edge_id
7172829222,7172829224,71.27000000000001,residential,"LINESTRING (77.674002 12.8350305, 77.6738861 12.8350246, 77.6737562 12.8350065, 77.6737425 12.8347719, 77.6737285 12.8346076)",951
7172829222,7375154146,102.548,residential,"LINESTRING (77.674002 12.8350305, 77.6739662 12.834577, 77.6739635 12.8345288, 77.6739563 12.8344767, 77.6738504 12.834125)",952
7172829224,7172829222,71.27,residential,"LINESTRING (77.6737285 12.8346076, 77.6737425 12.8347719, 77.6737562 12.8350065, 77.6738861 12.8350246, 77.674002 12.8350305)",953
7172829224,7172829230,156.139,residential,"LINESTRING (77.6737285 12.8346076, 77.673663 12.8346069, 77.6731467 12.8346121, 77.6730072 12.8345938, 77.6729415 12.8345637, 77.672912 12.8345192, 77.6727755 12.8339589)",954
7172829224,7172829230,175.551,residential,"LINESTRING (77.6737285 12.8346076, 77.6736723 12.834183, 77.6734685 12.8338012, 77.6734083 12.8337597, 77.6727755 12.8339589)",955
7172829230,7172829224,175.551,residential,"LINESTRING (77.6727755 12.8339589, 77.6734083 12.8337597, 77.6734685 12.8338012, 77.6736723 12.834183, 77.6737285 12.8346076)",956
7172829230,7172829224,156.139,residential,"LINESTRING (77.6727755 12.8339589, 77.672912 12.8345192, 77.6729415 12.8345637, 77.6730072 12.8345938, 77.6731467 12.8346121, 77.673663 12.8346069, 77.6737285 12.8346076)",957
7172829230,9954447041,60.438,residential,"LINESTRING (77.6727755 12.8339589, 77.6727137 12.8339783, 77.6722364 12.8340968)",958
7174901606,9939357109,77.69200000000001,residential,"LINESTRING (77.6614134 12.8442881, 77.661456 12.8444145, 77.6616299 12.8444231, 77.6616173 12.8448188)",959
7205518323,7384995666,22.261,residential,"LINESTRING (77.6696329 12.8334581, 77.6696027 12.8334378, 77.6695435 12.8334153, 77.6694411 12.8333922)",960
7207534739,10246034665,92.473,residential,"LINESTRING (77.6897114 12.8304801, 77.6896518 12.8296505)",961
7207534739,10246034666,48.305,residential,"LINESTRING (77.6897114 12.8304801, 77.6897461 12.8309132)",962
7207534757,10199190240,61.991,residential,"LINESTRING (77.6740582 12.823078, 77.6734912 12.8231498)",963
7207534757,10199190241,8.036,residential,"LINESTRING (77.6740582 12.823078, 77.6740715 12.8231491)",964
7207534757,1827518701,199.07399999999998,residential,"LINESTRING (77.6740582 12.823078, 77.6740784 12.8230704, 77.6741103 12.8230463, 77.6741277 12.8230145, 77.6741565 12.8229252, 77.6741729 12.8228745, 77.6741923 12.8228237, 77.6742188 12.822782, 77.6752155 12.8217143)",965
7207653988,1814804293,21.335,residential,"LINESTRING (77.6841196 12.8263098, 77.6840738 12.8261232)",966
7207653988,7207653989,89.299,residential,"LINESTRING (77.6841196 12.8263098, 77.6849396 12.8262344)",967
7207653988,1814804304,49.857,residential,"LINESTRING (77.6841196 12.8263098, 77.6841328 12.8263638, 77.6841543 12.8267561)",968
7207653989,7207653988,89.299,residential,"LINESTRING (77.6849396 12.8262344, 77.6841196 12.8263098)",969
7261168342,7261168343,73.945,residential,"LINESTRING (77.6848827 12.8316621, 77.6849828 12.8323199)",970
7261168343,7261168342,73.945,residential,"LINESTRING (77.6849828 12.8323199, 77.6848827 12.8316621)",971
7261168343,7261168345,30.918,residential,"LINESTRING (77.6849828 12.8323199, 77.6846993 12.83235)",972
7261168343,2389244913,93.719,residential,"LINESTRING (77.6849828 12.8323199, 77.6851018 12.8323073, 77.6851496 12.8324519, 77.6851508 12.8330261)",973
7261168344,7261168345,73.058,residential,"LINESTRING (77.6846212 12.8316974, 77.6846993 12.83235)",974
7261168345,7261168344,73.058,residential,"LINESTRING (77.6846993 12.83235, 77.6846212 12.8316974)",975
7261168345,7261168346,31.289,residential,"LINESTRING (77.6846993 12.83235, 77.6844124 12.8323805)",976
7261168345,7261168343,30.918,residential,"LINESTRING (77.6846993 12.83235, 77.6849828 12.8323199)",977
7261168346,7261168345,31.289,residential,"LINESTRING (77.6844124 12.8323805, 77.6846993 12.83235)",978
7261168346,7261168347,72.924,residential,"LINESTRING (77.6844124 12.8323805, 77.6843261 12.8317301)",979
7261168346,7261168351,83.062,residential,"LINESTRING (77.6844124 12.8323805, 77.6841524 12.8324081, 77.6840978 12.831919)",980
7261168347,7261168346,72.924,residential,"LINESTRING (77.6843261 12.8317301, 77.6844124 12.8323805)",981
7261168351,7261168346,83.062,residential,"LINESTRING (77.6840978 12.831919, 77.6841524 12.8324081, 77.6844124 12.8323805)",982
7361989425,7361989432,25.059,residential,"LINESTRING (77.6676017 12.8207258, 77.6678285 12.8206824)",983
7361989425,7385315154,27.414,residential,"LINESTRING (77.6676017 12.8207258, 77.6673527 12.8207686)",984
7361989425,7385090804,101.344,residential,"LINESTRING (77.6676017 12.8207258, 77.6677491 12.8216258)",985
7361989427,7385315154,55.391,residential,"LINESTRING (77.666842 12.8207817, 77.6673527 12.8207686)",986
7361989427,7385315142,43.845,residential,"LINESTRING (77.666842 12.8207817, 77.6669056 12.8211711)",987
7361989427,10199291370,76.638,residential,"LINESTRING (77.666842 12.8207817, 77.6667178 12.8201032)",988
7361989427,7385315148,82.771,residential,"LINESTRING (77.666842 12.8207817, 77.6664696 12.8208081, 77.6662141 12.8208345, 77.6661824 12.8208186, 77.6661628 12.8207885, 77.6661389 12.8207339)",989
7361989432,6888351641,65.871,residential,"LINESTRING (77.6678285 12.8206824, 77.6684311 12.820607)",990
7361989432,7361989425,25.059,residential,"LINESTRING (77.6678285 12.8206824, 77.6676017 12.8207258)",991
7361989432,7385315126,103.054,residential,"LINESTRING (77.6678285 12.8206824, 77.6679821 12.821597)",992
7361989442,5279552051,73.793,residential,"LINESTRING (77.6602216 12.8303815, 77.6604068 12.8310201)",993
7370971202,7370971209,200.07999999999998,tertiary,"LINESTRING (77.6785309 12.8409834, 77.6795271 12.8416372, 77.680062 12.841988)",994
7370971202,459501956,188.226,tertiary,"LINESTRING (77.6785309 12.8409834, 77.6782123 12.8407706, 77.6770986 12.8400267)",995
7370971202,7370971207,195.172,residential,"LINESTRING (77.6785309 12.8409834, 77.6793824 12.8397753, 77.6795425 12.8395993, 77.6795759 12.8395561)",996
7370971204,7370971209,203.873,residential,"LINESTRING (77.6811528 12.8404945, 77.680062 12.841988)",997
7370971204,7370971207,202.27100000000002,residential,"LINESTRING (77.6811528 12.8404945, 77.6797655 12.8395868, 77.6797137 12.8395649, 77.6796476 12.8395553, 77.6795759 12.8395561)",998
7370971204,7438744738,46.176,residential,"LINESTRING (77.6811528 12.8404945, 77.6813576 12.8402093, 77.6813969 12.8401542)",999
7370971207,10206776005,121.226,residential,"LINESTRING (77.6795759 12.8395561, 77.6801726 12.8386341)",1000
7370971207,7370971204,202.27100000000002,residential,"LINESTRING (77.6795759 12.8395561, 77.6796476 12.8395553, 77.6797137 12.8395649, 77.6797655 12.8395868, 77.6811528 12.8404945)",1001
7370971207,7370971202,195.17200000000003,residential,"LINESTRING (77.6795759 12.8395561, 77.6795425 12.8395993, 77.6793824 12.8397753, 77.6785309 12.8409834)",1002
7370971209,459513976,97.359,tertiary,"LINESTRING (77.680062 12.841988, 77.6808072 12.8424766)",1003
7370971209,7370971204,203.873,residential,"LINESTRING (77.680062 12.841988, 77.6811528 12.8404945)",1004
7370971209,7370971202,200.07999999999998,tertiary,"LINESTRING (77.680062 12.841988, 77.6795271 12.8416372, 77.6785309 12.8409834)",1005
7370971229,7370971230,105.225,residential,"LINESTRING (77.6712141 12.83964, 77.6719442 12.8395215, 77.6721715 12.8394846)",1006
7370971230,7377696431,152.655,tertiary,"LINESTRING (77.6721715 12.8394846, 77.6721436 12.8394188, 77.6720095 12.838765, 77.6718706 12.8381447)",1007
7370971230,308769461,487.79,tertiary,"LINESTRING (77.6721715 12.8394846, 77.6722079 12.8395704, 77.6722884 12.8397274, 77.6722884 12.8398267, 77.6723014 12.8398814, 77.6721131 12.840187, 77.6717387 12.8407947, 77.6716094 12.841081, 77.6715151 12.8414145, 77.6714155 12.8420186, 77.67126 12.8422174, 77.6710444 12.8424931, 77.6710242 12.8425189, 77.6708489 12.8427431, 77.6706735 12.8429674, 77.6705055 12.8431823, 77.6704038 12.8433124)",1008
7370971230,7370971229,105.225,residential,"LINESTRING (77.6721715 12.8394846, 77.6719442 12.8395215, 77.6712141 12.83964)",1009
7370971230,7377696438,150.476,residential,"LINESTRING (77.6721715 12.8394846, 77.672235 12.8393627, 77.6723005 12.8392644, 77.6723359 12.839185, 77.6723554 12.8391022, 77.6723567 12.8390097, 77.672219 12.8381853)",1010
7370971231,10980302577,20.535,residential,"LINESTRING (77.6712294 12.8391388, 77.6712675 12.8393197)",1011
7370971231,10980302570,98.01700000000001,residential,"LINESTRING (77.6712294 12.8391388, 77.6710558 12.8383574, 77.6710463 12.838316, 77.6710396 12.838277)",1012
7370971231,10980302562,28.128,residential,"LINESTRING (77.6712294 12.8391388, 77.6713869 12.8391149, 77.6714796 12.8390782)",1013
7371620932,7371620940,37.483,residential,"LINESTRING (77.6621267 12.8304867, 77.6620094 12.8301696)",1014
7371620932,7371620935,45.803,residential,"LINESTRING (77.6621267 12.8304867, 77.6625331 12.8303742)",1015
7371620932,7371620938,33.868,residential,"LINESTRING (77.6621267 12.8304867, 77.6618262 12.8305699)",1016
7371620932,459523977,56.982,residential,"LINESTRING (77.6621267 12.8304867, 77.6621739 12.8306148, 77.6622306 12.8306631, 77.6622925 12.8306976, 77.6623845 12.8307097, 77.6625309 12.8307032)",1017
7371620935,7371620946,24.479,residential,"LINESTRING (77.6625331 12.8303742, 77.6625772 12.8301583)",1018
7371620935,459523977,36.584,residential,"LINESTRING (77.6625331 12.8303742, 77.6625309 12.8307032)",1019
7371620935,7371620932,45.803,residential,"LINESTRING (77.6625331 12.8303742, 77.6621267 12.8304867)",1020
7371620936,5279552057,144.462,residential,"LINESTRING (77.6614148 12.8302921, 77.6615891 12.830766, 77.6618064 12.831533)",1021
7371620937,7371620938,47.48,residential,"LINESTRING (77.6616944 12.8301627, 77.6618262 12.8305699)",1022
7371620938,7371620937,47.48,residential,"LINESTRING (77.6618262 12.8305699, 77.6616944 12.8301627)",1023
7371620938,7371620939,81.689,residential,"LINESTRING (77.6618262 12.8305699, 77.6620643 12.8312669)",1024
7371620938,7371620932,33.868,residential,"LINESTRING (77.6618262 12.8305699, 77.6621267 12.8304867)",1025
7371620939,5279552057,40.71,tertiary,"LINESTRING (77.6620643 12.8312669, 77.6618064 12.831533)",1026
7371620939,7371620938,81.689,residential,"LINESTRING (77.6620643 12.8312669, 77.6618262 12.8305699)",1027
7371620939,459523977,81.417,tertiary,"LINESTRING (77.6620643 12.8312669, 77.6623313 12.8308637, 77.6625309 12.8307032)",1028
7371620940,7371620932,37.483,residential,"LINESTRING (77.6620094 12.8301696, 77.6621267 12.8304867)",1029
7371620946,7371620935,24.479,residential,"LINESTRING (77.6625772 12.8301583, 77.6625331 12.8303742)",1030
7371620946,7371620960,139.786,residential,"LINESTRING (77.6625772 12.8301583, 77.6624642 12.8301144, 77.6624356 12.8300997, 77.662405 12.8300758, 77.6623753 12.8300457, 77.6623524 12.8300091, 77.6622912 12.8298672, 77.6622736 12.829842, 77.6622445 12.8298169, 77.6622137 12.8298048, 77.6621669 12.8297952, 77.6618713 12.8298202, 77.6618395 12.8298289, 77.6618081 12.8298422, 77.661774 12.8298616, 77.6617333 12.8298763, 77.6616842 12.8298832, 77.6616271 12.8298798, 77.6615617 12.8298608, 77.6614927 12.8298245)",1031
7371620946,13113992595,457.515,residential,"LINESTRING (77.6625772 12.8301583, 77.6626512 12.8292888, 77.6627106 12.8285621, 77.6626807 12.8284925, 77.6621121 12.8286546, 77.660963 12.8285578, 77.6608083 12.8285437, 77.6607904 12.8284676, 77.6606745 12.8279746)",1032
7371620960,7371620946,139.786,residential,"LINESTRING (77.6614927 12.8298245, 77.6615617 12.8298608, 77.6616271 12.8298798, 77.6616842 12.8298832, 77.6617333 12.8298763, 77.661774 12.8298616, 77.6618081 12.8298422, 77.6618395 12.8298289, 77.6618713 12.8298202, 77.6621669 12.8297952, 77.6622137 12.8298048, 77.6622445 12.8298169, 77.6622736 12.829842, 77.6622912 12.8298672, 77.6623524 12.8300091, 77.6623753 12.8300457, 77.662405 12.8300758, 77.6624356 12.8300997, 77.6624642 12.8301144, 77.6625772 12.8301583)",1033
7371620976,7374081141,10.074,tertiary,"LINESTRING (77.6659417 12.8231808, 77.6658494 12.8231912)",1034
7371620976,10198873738,155.66699999999997,residential,"LINESTRING (77.6659417 12.8231808, 77.6658272 12.8225521, 77.6657923 12.8223664, 77.6656885 12.8218028)",1035
7371620976,1472212581,47.454,tertiary,"LINESTRING (77.6659417 12.8231808, 77.666142 12.8231866, 77.6663785 12.8232055)",1036
7371620978,1472212581,35.998,tertiary,"LINESTRING (77.6666902 12.823317, 77.6663785 12.8232055)",1037
7371620978,7371620979,90.077,residential,"LINESTRING (77.6666902 12.823317, 77.6665574 12.8227135, 77.6665083 12.8225267)",1038
7371620978,10188415712,42.980000000000004,tertiary,"LINESTRING (77.6666902 12.823317, 77.6667759 12.8233479, 77.6669066 12.8233705, 77.6670789 12.8233702)",1039
7371620979,7371620978,90.077,residential,"LINESTRING (77.6665083 12.8225267, 77.6665574 12.8227135, 77.6666902 12.823317)",1040
7371620980,1472212581,46.929,residential,"LINESTRING (77.6664418 12.823623, 77.6663785 12.8232055)",1041
7371654294,2389211728,76.265,residential,"LINESTRING (77.6809943 12.8257006, 77.680291 12.825688)",1042
7371654294,13068314367,215.82999999999998,living_street,"LINESTRING (77.6809943 12.8257006, 77.6809891 12.8255324, 77.6807066 12.825425, 77.6805275 12.8253822, 77.6803646 12.8253726, 77.6803391 12.8253327, 77.6801884 12.8253299, 77.6800992 12.82531, 77.6800802 12.8252652, 77.679912 12.8251519, 77.6799029 12.8251246, 77.6798005 12.8250969, 77.6797891 12.8251339, 77.6795786 12.8251413, 77.6795255 12.8252319, 77.6795176 12.8253581)",1043
7371654294,2389211716,60.437,living_street,"LINESTRING (77.6809943 12.8257006, 77.6810779 12.8258398, 77.6811255 12.8258808, 77.6812219 12.825883, 77.6812702 12.8261043)",1044
7371654296,2389211733,11.384,residential,"LINESTRING (77.678913 12.8254535, 77.6789052 12.8253514)",1045
7371654296,7371654297,26.953,residential,"LINESTRING (77.678913 12.8254535, 77.6789486 12.8256934)",1046
7371654296,11027134880,38.578,residential,"LINESTRING (77.678913 12.8254535, 77.678722 12.8254663, 77.6787059 12.8253068)",1047
7371654297,7371654296,26.953,residential,"LINESTRING (77.6789486 12.8256934, 77.678913 12.8254535)",1048
7371654297,7371654298,54.872,residential,"LINESTRING (77.6789486 12.8256934, 77.6794541 12.8256694)",1049
7371654297,2389211735,21.225,residential,"LINESTRING (77.6789486 12.8256934, 77.6789556 12.8257883, 77.6789725 12.8258826)",1050
7371654298,2389211732,34.939,residential,"LINESTRING (77.6794541 12.8256694, 77.6794296 12.8253561)",1051
7371654298,7374081095,19.303,residential,"LINESTRING (77.6794541 12.8256694, 77.67946 12.8258429)",1052
7371654298,2389211738,37.431,residential,"LINESTRING (77.6794541 12.8256694, 77.6797993 12.8256641)",1053
7371654298,7371654297,54.872,residential,"LINESTRING (77.6794541 12.8256694, 77.6789486 12.8256934)",1054
7374081095,7371654298,19.303,residential,"LINESTRING (77.67946 12.8258429, 77.6794541 12.8256694)",1055
7374081095,2389211731,26.484,residential,"LINESTRING (77.67946 12.8258429, 77.6794737 12.8260807)",1056
7374081095,2389211735,53.039,residential,"LINESTRING (77.67946 12.8258429, 77.6789725 12.8258826)",1057
7374081141,7371620976,10.074,tertiary,"LINESTRING (77.6658494 12.8231912, 77.6659417 12.8231808)",1058
7374081141,10542355473,135.04999999999998,residential,"LINESTRING (77.6658494 12.8231912, 77.6659934 12.8242484, 77.6660096 12.8243956)",1059
7374081141,7385315169,73.396,tertiary,"LINESTRING (77.6658494 12.8231912, 77.6657492 12.8231946, 77.6655743 12.8232134, 77.6654045 12.8232331, 77.6653467 12.8232345, 77.6652741 12.8232385, 77.665175 12.8232343)",1060
7374081143,7374081146,53.002,residential,"LINESTRING (77.6679654 12.823369, 77.6679664 12.8235637, 77.6679601 12.8235925, 77.6679444 12.8236257, 77.6679122 12.8236773, 77.6678834 12.8237256, 77.6678802 12.8237311, 77.6678637 12.8237768, 77.6678518 12.8238202)",1061
7374081143,7385090815,87.17899999999999,residential,"LINESTRING (77.6679654 12.823369, 77.6678714 12.8227832, 77.6678915 12.8227129, 77.6679659 12.8226197)",1062
7374081143,6888351646,48.42999999999999,tertiary,"LINESTRING (77.6679654 12.823369, 77.6682633 12.8233509, 77.6684113 12.8233585)",1063
7374081143,7374229671,70.436,tertiary,"LINESTRING (77.6679654 12.823369, 77.6675864 12.8233856, 77.6673164 12.8233974)",1064
7374081146,7384995676,46.174,residential,"LINESTRING (77.6678518 12.8238202, 77.6678442 12.8238522, 77.6678113 12.8238685, 77.667776 12.8238982, 77.667734 12.8239343, 77.6676989 12.8239632, 77.667688 12.8239821, 77.6676727 12.8239921, 77.6676552 12.8240164, 77.6676484 12.8240421, 77.6676495 12.8241478)",1065
7374081146,7374081143,53.001999999999995,residential,"LINESTRING (77.6678518 12.8238202, 77.6678637 12.8237768, 77.6678802 12.8237311, 77.6678834 12.8237256, 77.6679122 12.8236773, 77.6679444 12.8236257, 77.6679601 12.8235925, 77.6679664 12.8235637, 77.6679654 12.823369)",1066
7374081146,5279431584,121.20400000000001,residential,"LINESTRING (77.6678518 12.8238202, 77.6679084 12.8238276, 77.6679626 12.8238437, 77.6680127 12.8238553, 77.6680989 12.8238586, 77.6689629 12.8237962)",1067
7374205558,1827518701,110.717,tertiary,"LINESTRING (77.6759187 12.8224363, 77.6752155 12.8217143)",1068
7374205558,1827518758,103.49499999999999,tertiary,"LINESTRING (77.6759187 12.8224363, 77.6762623 12.8227999, 77.6764821 12.8230263, 77.6766003 12.8230736)",1069
7374205558,2389211769,394.343,residential,"LINESTRING (77.6759187 12.8224363, 77.6756693 12.8228794, 77.6750345 12.8240073, 77.674886 12.8242712, 77.674597 12.8247853, 77.6745602 12.8248749, 77.6745278 12.8249909, 77.6745035 12.8251373, 77.6744957 12.8251621, 77.6744849 12.8251845, 77.6744631 12.8252025, 77.6744352 12.825213, 77.6741188 12.8252798, 77.6740866 12.8252828, 77.6740395 12.825272)",1070
7374229603,10199190235,15.793,residential,"LINESTRING (77.672729 12.8232589, 77.6728723 12.8232334)",1071
7374229603,6168927272,25.989,residential,"LINESTRING (77.672729 12.8232589, 77.6724932 12.8233009)",1072
7374229603,7374229604,43.86,residential,"LINESTRING (77.672729 12.8232589, 77.6726448 12.8228731)",1073
7374229604,7374229603,43.86,residential,"LINESTRING (77.6726448 12.8228731, 77.672729 12.8232589)",1074
7374229609,7374229620,27.822,residential,"LINESTRING (77.672215 12.8226608, 77.6721687 12.8224147)",1075
7374229609,7374229619,114.19500000000001,residential,"LINESTRING (77.672215 12.8226608, 77.6723919 12.8226256, 77.6726666 12.8225553, 77.6728035 12.8225133, 77.6729369 12.8224621, 77.6729623 12.8224401, 77.6729674 12.8224114, 77.6728779 12.8221964)",1076
7374229609,10199232597,70.67599999999999,residential,"LINESTRING (77.672215 12.8226608, 77.6722315 12.8228711, 77.6721534 12.822928, 77.6722128 12.8232525)",1077
7374229619,7374229638,114.101,residential,"LINESTRING (77.6728779 12.8221964, 77.6728131 12.8220294, 77.672806 12.8220081, 77.6728024 12.8219868, 77.6728017 12.821967, 77.6728192 12.8218872, 77.6728191 12.821867, 77.6728157 12.8218457, 77.6728086 12.8218253, 77.6727129 12.8216332, 77.6726798 12.8216111, 77.6726365 12.821611, 77.6722914 12.8216824)",1078
7374229619,7374229609,114.19500000000001,residential,"LINESTRING (77.6728779 12.8221964, 77.6729674 12.8224114, 77.6729623 12.8224401, 77.6729369 12.8224621, 77.6728035 12.8225133, 77.6726666 12.8225553, 77.6723919 12.8226256, 77.672215 12.8226608)",1079
7374229619,7374229637,48.861000000000004,residential,"LINESTRING (77.6728779 12.8221964, 77.6726718 12.8222763, 77.6724524 12.8223398)",1080
7374229620,7374229609,27.822,residential,"LINESTRING (77.6721687 12.8224147, 77.672215 12.8226608)",1081
7374229620,7374229638,102.878,residential,"LINESTRING (77.6721687 12.8224147, 77.672038 12.8218057, 77.672042 12.8217724, 77.6720548 12.821749, 77.6720767 12.8217316, 77.6721023 12.8217215, 77.6722914 12.8216824)",1082
7374229620,7374229637,31.899,residential,"LINESTRING (77.6721687 12.8224147, 77.6722404 12.8223902, 77.6723402 12.8223683, 77.6724524 12.8223398)",1083
7374229620,7385090860,66.797,residential,"LINESTRING (77.6721687 12.8224147, 77.6720494 12.8224314, 77.6719231 12.8224347, 77.6715546 12.8224123)",1084
7374229626,7385090860,83.917,residential,"LINESTRING (77.6709969 12.8221335, 77.6709826 12.8223193, 77.6710187 12.8223368, 77.6710645 12.8223526, 77.6711235 12.8223573, 77.6711982 12.8223687, 77.6715546 12.8224123)",1085
7374229637,7374229638,75.155,residential,"LINESTRING (77.6724524 12.8223398, 77.6722914 12.8216824)",1086
7374229637,7374229619,48.861000000000004,residential,"LINESTRING (77.6724524 12.8223398, 77.6726718 12.8222763, 77.6728779 12.8221964)",1087
7374229637,7374229620,31.899,residential,"LINESTRING (77.6724524 12.8223398, 77.6723402 12.8223683, 77.6722404 12.8223902, 77.6721687 12.8224147)",1088
7374229638,7374229637,75.155,residential,"LINESTRING (77.6722914 12.8216824, 77.6724524 12.8223398)",1089
7374229638,7374229620,102.878,residential,"LINESTRING (77.6722914 12.8216824, 77.6721023 12.8217215, 77.6720767 12.8217316, 77.6720548 12.821749, 77.672042 12.8217724, 77.672038 12.8218057, 77.6721687 12.8224147)",1090
7374229638,7374229619,114.101,residential,"LINESTRING (77.6722914 12.8216824, 77.6726365 12.821611, 77.6726798 12.8216111, 77.6727129 12.8216332, 77.6728086 12.8218253, 77.6728157 12.8218457, 77.6728191 12.821867, 77.6728192 12.8218872, 77.6728017 12.821967, 77.6728024 12.8219868, 77.672806 12.8220081, 77.6728131 12.8220294, 77.6728779 12.8221964)",1091
7374229646,5279431605,63.36500000000001,living_street,"LINESTRING (77.670433 12.824119, 77.6704426 12.8241488, 77.6704445 12.8243067, 77.6704507 12.8246271, 77.6704841 12.8246778)",1092
7374229646,5279431601,88.947,living_street,"LINESTRING (77.670433 12.824119, 77.6704103 12.824094, 77.6703762 12.82408, 77.6703437 12.8240736, 77.6699184 12.8241107, 77.6696306 12.8241361)",1093
7374229646,7374229660,71.415,residential,"LINESTRING (77.670433 12.824119, 77.6704255 12.8238809, 77.6704221 12.8238619, 77.6704117 12.8238464, 77.6703913 12.8238332, 77.6703649 12.8238204, 77.6703463 12.8238059, 77.6703358 12.8237909, 77.6703294 12.8237719, 77.6702993 12.8235214)",1094
7374229647,5279431579,74.559,residential,"LINESTRING (77.6695681 12.8240397, 77.6688868 12.8241308)",1095
7374229647,5279431601,12.681,tertiary,"LINESTRING (77.6695681 12.8240397, 77.6696306 12.8241361)",1096
7374229647,5279431599,19.019,tertiary,"LINESTRING (77.6695681 12.8240397, 77.6694993 12.8238963, 77.6694931 12.8238851)",1097
7374229652,7374229655,11.695,residential,"LINESTRING (77.6700222 12.8234527, 77.6700449 12.823456, 77.67007 12.8234494, 77.6701256 12.8234304)",1098
7374229652,1817170763,52.342,residential,"LINESTRING (77.6700222 12.8234527, 77.6700002 12.8234381, 77.6699866 12.8234183, 77.669796 12.8230406)",1099
7374229652,5279431599,96.501,residential,"LINESTRING (77.6700222 12.8234527, 77.6700445 12.8235203, 77.6700483 12.8235488, 77.6700369 12.8235752, 77.6700116 12.8236016, 77.6699867 12.823613, 77.6699337 12.8236218, 77.6699119 12.8236303, 77.6698986 12.8236489, 77.6698919 12.8236694, 77.6698938 12.8236888, 77.6699072 12.8237884, 77.6698971 12.8238249, 77.6698336 12.8238254, 77.6694931 12.8238851)",1100
7374229654,7374229655,13.26,residential,"LINESTRING (77.670241 12.8233909, 77.6701256 12.8234304)",1101
7374229655,7374229654,13.26,residential,"LINESTRING (77.6701256 12.8234304, 77.670241 12.8233909)",1102
7374229655,7374229652,11.695,residential,"LINESTRING (77.6701256 12.8234304, 77.67007 12.8234494, 77.6700449 12.823456, 77.6700222 12.8234527)",1103
7374229655,7374229660,27.442,residential,"LINESTRING (77.6701256 12.8234304, 77.6701408 12.8235037, 77.6701564 12.8235244, 77.6701728 12.8235354, 77.6701911 12.8235414, 77.6702156 12.8235421, 77.6702993 12.8235214)",1104
7374229658,7374229660,15.33,residential,"LINESTRING (77.6704373 12.8234914, 77.6702993 12.8235214)",1105
7374229660,7374229658,15.33,residential,"LINESTRING (77.6702993 12.8235214, 77.6704373 12.8234914)",1106
7374229660,7374229655,27.442,residential,"LINESTRING (77.6702993 12.8235214, 77.6702156 12.8235421, 77.6701911 12.8235414, 77.6701728 12.8235354, 77.6701564 12.8235244, 77.6701408 12.8235037, 77.6701256 12.8234304)",1107
7374229660,7374229646,71.41500000000002,residential,"LINESTRING (77.6702993 12.8235214, 77.6703294 12.8237719, 77.6703358 12.8237909, 77.6703463 12.8238059, 77.6703649 12.8238204, 77.6703913 12.8238332, 77.6704117 12.8238464, 77.6704221 12.8238619, 77.6704255 12.8238809, 77.670433 12.824119)",1108
7374229668,11175976534,53.141999999999996,residential,"LINESTRING (77.6691786 12.8228352, 77.6692326 12.8228214, 77.6693232 12.8228017, 77.6696585 12.8227386)",1109
7374229668,10199293846,42.836000000000006,residential,"LINESTRING (77.6691786 12.8228352, 77.6691957 12.8229098, 77.6691974 12.8229439, 77.6692615 12.8230684, 77.669267 12.8230926, 77.6692672 12.8231134, 77.6692589 12.8232028)",1110
7374229668,1817170815,163.841,residential,"LINESTRING (77.6691786 12.8228352, 77.6691136 12.8227308, 77.6691009 12.8227038, 77.6690929 12.8226773, 77.6690827 12.8225689, 77.6691 12.8225375, 77.6691234 12.822521, 77.6691555 12.8225109, 77.6691964 12.8224954, 77.6692246 12.8224748, 77.6692427 12.8224418, 77.6692483 12.8224052, 77.6692301 12.8221337, 77.669226 12.8221096, 77.6692201 12.822087, 77.6691458 12.8218142, 77.6691441 12.8217794, 77.6691565 12.8217465, 77.6691768 12.821721, 77.6692056 12.821704, 77.6694072 12.8216682)",1111
7374229671,7374229672,86.828,residential,"LINESTRING (77.6673164 12.8233974, 77.6671954 12.8226255)",1112
7374229671,10188415712,25.927,tertiary,"LINESTRING (77.6673164 12.8233974, 77.6670789 12.8233702)",1113
7374229671,7374081143,70.436,tertiary,"LINESTRING (77.6673164 12.8233974, 77.6675864 12.8233856, 77.6679654 12.823369)",1114
7374229672,7374229671,86.828,residential,"LINESTRING (77.6671954 12.8226255, 77.6673164 12.8233974)",1115
7374411158,10206772896,145.626,residential,"LINESTRING (77.676301 12.8263742, 77.6772564 12.8259718, 77.6775377 12.8258635)",1116
7374411165,1472212655,89.678,tertiary,"LINESTRING (77.6724283 12.8259502, 77.6726318 12.826107, 77.6727482 12.8261859, 77.6728714 12.8262002, 77.6731722 12.8261748)",1117
7374411165,2389211770,61.163,tertiary,"LINESTRING (77.6724283 12.8259502, 77.6722803 12.8258361, 77.672076 12.8256508, 77.6720415 12.825563)",1118
7374411165,5279431614,55.504999999999995,residential,"LINESTRING (77.6724283 12.8259502, 77.672258 12.8260316, 77.672181 12.8260622, 77.6721081 12.8260863, 77.6719541 12.8261358)",1119
7374411168,5279431614,26.596,residential,"LINESTRING (77.671723 12.826216, 77.6719541 12.8261358)",1120
7374411168,7374411173,81.882,residential,"LINESTRING (77.671723 12.826216, 77.6716572 12.826235, 77.6716301 12.8262429, 77.6715009 12.8262621, 77.6713609 12.8262686, 77.6712134 12.8262776, 77.6711051 12.8262945, 77.6709795 12.8263272)",1121
